No,Title,Writer,Date,Status
991,서비스 키 에러(키 인증 에러),한***,2012-08-31,완료
990,API 데이터가 갑자기 조회가 안됩니다.,김***,2012-08-30,완료
980,보육예약서비스 API 사용문의,박***,2012-08-21,완료
984,왜 제꺼에만 답변을 안주시는지,박***,2012-08-27,완료
982,버스도착알림 API 관련 문의드립니다.,김***,2012-08-23,완료
981,보건/생활기상지수 공유서비스를 신청하고 싶습니다.,곽***,2012-08-22,완료
969,키 인증 실패 문의드립니다.,이***,2012-08-20,완료
964,아래 주소에 테스트시 타임아웃 오류 납니다.,이***,2012-08-17,완료
961,[문화재지역별서비스] API 를 사용하기 위하여 신청하였는데 SOAP 테스트시 오류납니다.,이***,2012-08-17,완료
962,게시판 등록시 파일 첨부하면 오류나옴.,이***,2012-08-17,완료
959,서울버스 도착정보 수신 속도 또다시 느려졌습니다,주***,2012-08-16,완료
958,서울 버스공유자원 활용 질문있습니다..,조***,2012-08-14,완료
947,보건기상지수 rest api 호출 오류,함***,2012-08-06,완료
957,API 출력 데이터관련 하여 문의드립니다.,김***,2012-08-13,완료
956,Key인증실패: APPLICATION ERROR.[인증모듈 에러코드(01)],박***,2012-08-13,완료
951,서울버스 - 정류소 노선별 도착예정 정보목록 조회에 대한 질문,송***,2012-08-09,완료
952,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR.[인증모듈 에러코드(30)],박***,2012-08-10,완료
953,API사용관련 서버쪽 확인사항관련 문의드립니다.,김***,2012-08-12,완료
954,Key인증실패: SERVICE KEY IS NOT REGISTERED ERROR.[인증모듈 에러코드(30)],양***,2012-08-12,완료
950,SERVICE KEY IS NOT REGISTERED ERROR,김***,2012-08-08,완료
948,발급키오류에 대한 질문입니다.,황***,2012-08-06,완료
945,서비스키 오류.,이***,2012-08-04,완료
946,문의후 느려진 서울버스 정보 개선작업중이신가요,주***,2012-08-05,완료
940,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2012-08-02,완료
943,프로그램 활용 신청 후 트래픽 건수 수정,박***,2012-08-03,완료
939,SERVICE KEY IS NOT REGISTERED ERROR,윤***,2012-08-02,완료
944,도로명주소검색시 키워드범위,이***,2012-08-03,완료
942,일일 10만건정도 트래픽으로 api서비스가 문제가 생기나요?,주***,2012-08-03,완료
941,서울버스 api,주***,2012-08-02,완료
938,발급key 오류,아******,2012-08-02,완료
937,프로그램 활용 신청 후 트래픽 건수 수정,박***,2012-08-02,완료
936,기관사용자,(******,2012-08-01,완료
934,SERVICE KEY IS NOT REGISTERED ERROR 오류,김***,2012-07-30,완료
932,활용신청 문의드립니다.,장***,2012-07-27,완료
931,우편번호 다운로드 서비스 신청,김***,2012-07-27,완료
933,활용신청 후 인증까지 얼마나 시간이 소요되나요?,장***,2012-07-30,완료
930,일일트랙픽양이 턱없이 부족하다고 생각합니다.,이***,2012-07-25,완료
929,데이터 제공 관련 문의,윤***,2012-07-24,완료
928,SERVICE KEY IS NOT REGISTERED ERROR. 가 납니다,이***,2012-07-24,완료
927,인증키? 서비스키? 같은건가요?,임***,2012-07-24,완료
926,버스도착정보url,아******,2012-07-23,완료
924,SessionKey Client Tool 관련 문의,윤***,2012-07-20,완료
925,아 정말 황당하고 당황스럽군요,박***,2012-07-23,완료
923,연동규격서 문의,아******,2012-07-19,완료
922,타고에 관해서..,위***,2012-07-18,완료
920,프로그램 공유자원을 신청하였는데 등록되는데 얼마나 걸리나요?,윤***,2012-07-17,완료
919,지하철 위치조회 관련 질문입니다.,김***,2012-07-17,완료
918,서울버스 api 응답속도,주***,2012-07-16,완료
916,질문 있습니다.,위***,2012-07-15,완료
914,사용중인 api 검토요망,송***,2012-07-12,완료
917,도로명 주소 API 관련 사용 범위,김***,2012-07-16,완료
912,공공취업정보_조회_서비스 API는 정상작동하나요?,진***,2012-07-12,완료
909,명세서와 참고 자료에 대해..,위***,2012-07-05,완료
910,서비스키 등록 문의..(계속),남***,2012-07-05,완료
908,다시 한번 문의 드립니다.,위***,2012-07-04,완료
906,서비스 키 30번 에러에 대해서,위***,2012-07-04,완료
905,공유자원의 원본데이터가 자주 변경이 발생하나요?,이***,2012-07-04,완료
904,발급키에 대해서..,위***,2012-07-04,완료
903,eclipse library 파일 추가에 대한 질문입니다,길***,2012-07-04,완료
901,Internal Server Error가 발생합니다.,이***,2012-07-03,완료
902,서비스키 등록 문의..,남***,2012-07-04,완료
899,서비스키 발급 문의 드립니다.,남***,2012-07-03,완료
898,서비스 인증키 트래픽 키 관련해서.,위***,2012-07-03,완료
896,버스 정보 관련 활용신청관련,박***,2012-07-03,완료
897,아직 인증키를 받지 못했습니다.,위***,2012-07-03,완료
895,개발 가이드의 응답메시지명세와 실제 테스트 결과가 틀린것 같습니다.,이***,2012-07-02,완료
894,서비스 인증키 발급에 대해서.,위***,2012-07-02,완료
893,Unauthorized 오류가 발생합니다.,이***,2012-07-02,완료
891,모바일 웹에서 SOAP 호출방법,이***,2012-06-28,완료
890,백문백답 연동방식은 SOAP방식인가요?,이***,2012-06-28,완료
887,정망 창피하지만....답변주시면 감사하겠습니다,임***,2012-06-26,완료
886,다운로드 관련,권***,2012-06-26,완료
885,서울시 보육 API 문의,유***,2012-06-25,완료
883,서울버스 API 사용 관련 질문,송***,2012-06-24,완료
884,서비스키 인증에 관해서 문의를 드립니다.,서***,2012-06-24,완료
880,테스트 WSDL URL 문의 드립니다.,김***,2012-06-23,완료
879,서비스키 제한 관련,이***,2012-06-20,완료
877,API관련 추가 질문 드립니다.,김***,2012-06-19,완료
878,서비스키 확인,유***,2012-06-19,완료
